Id;product_1;product_2;product_3;product_4;product_5;product_6;product_7;product_8;product_9;product_10;product_11;product_12;product_13;product_14;product_15;product_16;product_17;product_18;product_19;product_20
379;tomato sauce;milk;;;;;;;;;;;;;;;;;;
380;shrimp;cider;eggs;french fries;;;;;;;;;;;;;;;;
381;champagne;;;;;;;;;;;;;;;;;;;
382;salad;;;;;;;;;;;;;;;;;;;
383;french fries;;;;;;;;;;;;;;;;;;;
384;frozen vegetables;mineral water;energy bar;honey;rice;green tea;;;;;;;;;;;;;;
385;french fries;salad;;;;;;;;;;;;;;;;;;
386;honey;chocolate;french fries;brownies;;;;;;;;;;;;;;;;
387;green tea;strawberries;gluten free bar;;;;;;;;;;;;;;;;;
388;frozen vegetables;ground beef;mineral water;salmon;honey;extra dark chocolate;green tea;mushroom cream sauce;gluten free bar;;;;;;;;;;;
389;grated cheese;tomatoes;mineral water;meatballs;;;;;;;;;;;;;;;;
390;shrimp;chocolate;water spray;;;;;;;;;;;;;;;;;
391;turkey;;;;;;;;;;;;;;;;;;;
392;turkey;eggs;;;;;;;;;;;;;;;;;;
393;turkey;frozen vegetables;tomatoes;soup;butter;french wine;pancakes;eggs;tomato juice;fresh bread;green tea;;;;;;;;;
394;spaghetti;;;;;;;;;;;;;;;;;;;
395;milk;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;;;
396;burgers;mineral water;milk;whole wheat rice;cereals;chocolate;french fries;;;;;;;;;;;;;
397;mineral water;;;;;;;;;;;;;;;;;;;
398;tomatoes;mineral water;soup;cake;chocolate;;;;;;;;;;;;;;;
399;mineral water;;;;;;;;;;;;;;;;;;;
400;ground beef;spaghetti;;;;;;;;;;;;;;;;;;
401;pepper;frozen smoothie;;;;;;;;;;;;;;;;;;
402;yogurt cake;;;;;;;;;;;;;;;;;;;
403;red wine;pancakes;;;;;;;;;;;;;;;;;;
404;candy bars;;;;;;;;;;;;;;;;;;;
405;eggs;french fries;low fat yogurt;;;;;;;;;;;;;;;;;
406;cookies;;;;;;;;;;;;;;;;;;;
407;cookies;;;;;;;;;;;;;;;;;;;
408;spaghetti;soup;vegetables mix;spinach;french fries;escalope;cauliflower;toothpaste;;;;;;;;;;;;
409;cookies;;;;;;;;;;;;;;;;;;;
410;soup;olive oil;eggs;soda;corn;;;;;;;;;;;;;;;
411;chocolate;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;;;
412;spaghetti;mineral water;milk;pancakes;chocolate;french fries;;;;;;;;;;;;;;
413;mineral water;;;;;;;;;;;;;;;;;;;
414;herb & pepper;frozen vegetables;tomato sauce;mineral water;soup;milk;olive oil;almonds;;;;;;;;;;;;
415;burgers;eggs;;;;;;;;;;;;;;;;;;
416;french fries;;;;;;;;;;;;;;;;;;;
417;frozen smoothie;cottage cheese;;;;;;;;;;;;;;;;;;
418;tomatoes;mineral water;chocolate;light mayo;;;;;;;;;;;;;;;;
419;salmon;escalope;shallot;strawberries;fresh bread;low fat yogurt;;;;;;;;;;;;;;
420;energy bar;;;;;;;;;;;;;;;;;;;
421;red wine;ground beef;spaghetti;pancakes;blueberries;oil;cooking oil;tomato juice;;;;;;;;;;;;
422;ground beef;spaghetti;mineral water;milk;frozen smoothie;champagne;;;;;;;;;;;;;;
423;cookies;;;;;;;;;;;;;;;;;;;
424;salmon;escalope;;;;;;;;;;;;;;;;;;
425;cookies;;;;;;;;;;;;;;;;;;;
426;low fat yogurt;;;;;;;;;;;;;;;;;;;
427;eggs;;;;;;;;;;;;;;;;;;;
428;red wine;butter;hot dogs;;;;;;;;;;;;;;;;;
429;tomatoes;mineral water;soup;mashed potato;;;;;;;;;;;;;;;;
430;cookies;;;;;;;;;;;;;;;;;;;
431;parmesan cheese;ground beef;salmon;pancakes;champagne;;;;;;;;;;;;;;;
432;ground beef;yams;chocolate;olive oil;eggs;;;;;;;;;;;;;;;
433;shrimp;salmon;eggs;cookies;hot dogs;;;;;;;;;;;;;;;
434;magazines;mint;;;;;;;;;;;;;;;;;;
435;turkey;mineral water;eggs;cooking oil;extra dark chocolate;escalope;;;;;;;;;;;;;;
436;mineral water;mushroom cream sauce;;;;;;;;;;;;;;;;;;
437;grated cheese;frozen vegetables;mineral water;soup;milk;french wine;;;;;;;;;;;;;;
438;chocolate;cake;;;;;;;;;;;;;;;;;;
439;burgers;salt;white wine;;;;;;;;;;;;;;;;;
440;energy drink;;;;;;;;;;;;;;;;;;;
441;olive oil;cake;energy drink;;;;;;;;;;;;;;;;;
442;ground beef;whole wheat rice;;;;;;;;;;;;;;;;;;
443;eggs;french fries;;;;;;;;;;;;;;;;;;
444;spaghetti;escalope;mushroom cream sauce;;;;;;;;;;;;;;;;;
445;mineral water;fromage blanc;whole wheat rice;cake;french fries;;;;;;;;;;;;;;;
446;turkey;burgers;frozen vegetables;ground beef;mineral water;milk;eggs;cake;light mayo;;;;;;;;;;;
447;green tea;cottage cheese;;;;;;;;;;;;;;;;;;
448;fresh tuna;eggs;champagne;;;;;;;;;;;;;;;;;
449;cookies;;;;;;;;;;;;;;;;;;;
450;cookies;;;;;;;;;;;;;;;;;;;
451;cookies;;;;;;;;;;;;;;;;;;;
452;tomatoes;mineral water;eggplant;;;;;;;;;;;;;;;;;
453;grated cheese;tomatoes;spaghetti;mineral water;soup;honey;chicken;chocolate;french fries;;;;;;;;;;;
454;protein bar;;;;;;;;;;;;;;;;;;;
455;herb & pepper;red wine;shrimp;mineral water;barbecue sauce;protein bar;;;;;;;;;;;;;;
456;burgers;ham;spaghetti;mineral water;milk;eggs;french fries;escalope;pancakes;low fat yogurt;;;;;;;;;;
457;french fries;;;;;;;;;;;;;;;;;;;
458;frozen vegetables;soup;milk;eggs;whole wheat rice;chocolate;escalope;melons;;;;;;;;;;;;
459;spaghetti;;;;;;;;;;;;;;;;;;;
460;herb & pepper;shrimp;soup;eggs;oil;cooking oil;energy drink;protein bar;low fat yogurt;;;;;;;;;;;
461;ham;grated cheese;herb & pepper;shrimp;ground beef;spaghetti;mineral water;carrots;;;;;;;;;;;;
462;ham;red wine;ground beef;yams;mineral water;chocolate;low fat yogurt;;;;;;;;;;;;;
463;chocolate;french fries;mushroom cream sauce;cottage cheese;low fat yogurt;;;;;;;;;;;;;;;
464;eggs;;;;;;;;;;;;;;;;;;;
465;cake;cookies;;;;;;;;;;;;;;;;;;
466;grated cheese;mineral water;cake;chocolate bread;;;;;;;;;;;;;;;;
467;tomatoes;almonds;cake;champagne;low fat yogurt;;;;;;;;;;;;;;;
468;herb & pepper;shrimp;frozen vegetables;milk;butter;salmon;eggs;chocolate;;;;;;;;;;;;
469;herb & pepper;shrimp;whole wheat pasta;whole wheat rice;chicken;green tea;cauliflower;;;;;;;;;;;;;
470;eggs;corn;;;;;;;;;;;;;;;;;;
471;shrimp;frozen vegetables;tomato sauce;mineral water;chocolate;soup;olive oil;salmon;green beans;champagne;;;;;;;;;;
472;ham;herb & pepper;tomato sauce;mineral water;green grapes;eggs;gums;light cream;oil;green tea;mint;;;;;;;;;
473;energy bar;cake;chocolate;;;;;;;;;;;;;;;;;
474;herb & pepper;shrimp;spaghetti;eggs;;;;;;;;;;;;;;;;
475;fresh tuna;mineral water;honey;cooking oil;;;;;;;;;;;;;;;;
476;red wine;mineral water;oil;ketchup;chili;pet food;eggplant;green tea;escalope;tomato juice;low fat yogurt;;;;;;;;;
477;herb & pepper;shrimp;mineral water;pancakes;eggs;cake;blueberries;tea;frozen smoothie;;;;;;;;;;;
478;ground beef;mineral water;protein bar;;;;;;;;;;;;;;;;;
479;shrimp;frozen vegetables;parmesan cheese;spaghetti;salmon;carrots;frozen smoothie;pasta;mashed potato;shallot;light mayo;magazines;;;;;;;;
480;milk;chocolate;;;;;;;;;;;;;;;;;;
481;frozen vegetables;ground beef;spaghetti;olive oil;whole wheat rice;eggplant;cottage cheese;;;;;;;;;;;;;
482;turkey;ground beef;low fat yogurt;;;;;;;;;;;;;;;;;
483;herb & pepper;spaghetti;mineral water;whole wheat rice;cake;hot dogs;green tea;;;;;;;;;;;;;
484;green tea;;;;;;;;;;;;;;;;;;;
485;cookies;;;;;;;;;;;;;;;;;;;
486;eggs;cookies;;;;;;;;;;;;;;;;;;
487;spaghetti;eggs;ham;chocolate;french fries;champagne;brownies;pancakes;light mayo;;;;;;;;;;;
488;red wine;spaghetti;milk;eggs;chocolate;;;;;;;;;;;;;;;
489;turkey;burgers;pancakes;french fries;strawberries;green tea;;;;;;;;;;;;;;
490;escalope;;;;;;;;;;;;;;;;;;;
491;frozen vegetables;pancakes;eggs;cake;;;;;;;;;;;;;;;;
492;french fries;;;;;;;;;;;;;;;;;;;
493;turkey;ground beef;pepper;spaghetti;honey;cookies;;;;;;;;;;;;;;
494;chocolate;red wine;tomato sauce;olive oil;chili;french fries;cookies;salt;fresh bread;magazines;;;;;;;;;;
495;green tea;french fries;;;;;;;;;;;;;;;;;;
496;mineral water;;;;;;;;;;;;;;;;;;;
497;cooking oil;;;;;;;;;;;;;;;;;;;
498;frozen vegetables;spaghetti;;;;;;;;;;;;;;;;;;
499;ham;spaghetti;;;;;;;;;;;;;;;;;;
500;chicken;chocolate;cookies;;;;;;;;;;;;;;;;;
501;low fat yogurt;;;;;;;;;;;;;;;;;;;
502;eggs;cake;low fat yogurt;;;;;;;;;;;;;;;;;
503;shrimp;spaghetti;mineral water;soup;milk;bramble;frozen smoothie;cottage cheese;;;;;;;;;;;;
504;mineral water;eggs;protein bar;;;;;;;;;;;;;;;;;
505;turkey;shrimp;meatballs;butter;eggs;salad;green tea;;;;;;;;;;;;;
506;fresh tuna;spaghetti;chocolate;olive oil;chicken;french fries;;;;;;;;;;;;;;
507;turkey;shrimp;escalope;hot dogs;;;;;;;;;;;;;;;;
508;burgers;pepper;soup;milk;pancakes;green tea;;;;;;;;;;;;;;
509;pancakes;;;;;;;;;;;;;;;;;;;
510;mineral water;pancakes;eggs;french fries;;;;;;;;;;;;;;;;
511;eggs;escalope;low fat yogurt;;;;;;;;;;;;;;;;;
512;mineral water;french wine;gluten free bar;;;;;;;;;;;;;;;;;
513;burgers;ground beef;spaghetti;eggs;french fries;;;;;;;;;;;;;;;
514;soup;meatballs;milk;energy bar;;;;;;;;;;;;;;;;
515;chocolate;;;;;;;;;;;;;;;;;;;
516;herb & pepper;;;;;;;;;;;;;;;;;;;
517;turkey;red wine;mineral water;eggs;bramble;;;;;;;;;;;;;;;
518;burgers;ham;frozen vegetables;tomatoes;cake;chicken;green tea;toothpaste;mint;;;;;;;;;;;
519;grated cheese;mineral water;olive oil;energy bar;;;;;;;;;;;;;;;;
520;milk;cake;green tea;;;;;;;;;;;;;;;;;
521;mineral water;almonds;cooking oil;cereals;protein bar;white wine;green tea;;;;;;;;;;;;;
522;turkey;fresh tuna;mineral water;milk;eggs;cake;burger sauce;chicken;french fries;frozen smoothie;fresh bread;;;;;;;;;
523;herb & pepper;mineral water;whole wheat rice;yogurt cake;low fat yogurt;;;;;;;;;;;;;;;
524;tomatoes;spaghetti;meatballs;chicken;eggs;;;;;;;;;;;;;;;
525;burgers;mineral water;eggs;green tea;pancakes;;;;;;;;;;;;;;;
526;cake;green tea;;;;;;;;;;;;;;;;;;
527;chocolate;herb & pepper;yogurt cake;;;;;;;;;;;;;;;;;
528;ground beef;spaghetti;mineral water;almonds;salmon;nonfat milk;green grapes;pancakes;;;;;;;;;;;;
529;mineral water;vegetables mix;eggs;;;;;;;;;;;;;;;;;
530;protein bar;;;;;;;;;;;;;;;;;;;
531;eggs;eggplant;;;;;;;;;;;;;;;;;;
532;mayonnaise;;;;;;;;;;;;;;;;;;;
533;milk;bug spray;oatmeal;sandwich;asparagus;;;;;;;;;;;;;;;
534;frozen vegetables;soup;almonds;eggs;french fries;;;;;;;;;;;;;;;
535;frozen vegetables;;;;;;;;;;;;;;;;;;;
536;soup;butter;shampoo;;;;;;;;;;;;;;;;;
537;herb & pepper;whole wheat pasta;pepper;eggs;;;;;;;;;;;;;;;;
538;mineral water;whole wheat rice;rice;cooking oil;chocolate;fresh bread;low fat yogurt;;;;;;;;;;;;;
539;grated cheese;butter;chocolate;french fries;cookies;;;;;;;;;;;;;;;
540;spaghetti;soup;milk;chutney;cooking oil;asparagus;tomato juice;;;;;;;;;;;;;
541;eggs;french fries;frozen smoothie;cookies;champagne;cottage cheese;green tea;;;;;;;;;;;;;
542;turkey;tomatoes;mineral water;eggs;blueberries;;;;;;;;;;;;;;;
543;milk;tomato juice;low fat yogurt;green tea;;;;;;;;;;;;;;;;
544;mineral water;soup;almonds;cereals;green tea;;;;;;;;;;;;;;;
545;chocolate;light mayo;;;;;;;;;;;;;;;;;;
546;turkey;herb & pepper;chocolate;;;;;;;;;;;;;;;;;
547;eggs;french fries;green tea;;;;;;;;;;;;;;;;;
548;mineral water;cake;chocolate;tomato juice;;;;;;;;;;;;;;;;
549;eggs;;;;;;;;;;;;;;;;;;;
550;chocolate;pepper;spaghetti;mineral water;whole wheat rice;champagne;mushroom cream sauce;;;;;;;;;;;;;
551;frozen vegetables;pepper;mineral water;chocolate;white wine;;;;;;;;;;;;;;;
552;burgers;turkey;spaghetti;milk;whole wheat rice;oil;tomato juice;green tea;;;;;;;;;;;;
553;burgers;spaghetti;mineral water;soup;french wine;french fries;light mayo;low fat yogurt;;;;;;;;;;;;
554;butter;green grapes;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;;
555;eggs;low fat yogurt;;;;;;;;;;;;;;;;;;
556;cookies;;;;;;;;;;;;;;;;;;;
557;milk;energy drink;;;;;;;;;;;;;;;;;;
558;olive oil;energy drink;;;;;;;;;;;;;;;;;;
559;eggs;cookies;;;;;;;;;;;;;;;;;;
560;eggs;;;;;;;;;;;;;;;;;;;
561;energy bar;eggs;;;;;;;;;;;;;;;;;;
562;eggs;;;;;;;;;;;;;;;;;;;
563;eggs;green tea;;;;;;;;;;;;;;;;;;
564;escalope;;;;;;;;;;;;;;;;;;;
565;shrimp;soup;milk;almonds;eggs;oil;chocolate;;;;;;;;;;;;;
566;chocolate;french fries;;;;;;;;;;;;;;;;;;
567;cake;;;;;;;;;;;;;;;;;;;
568;pancakes;eggs;cake;green tea;toothpaste;;;;;;;;;;;;;;;
569;herb & pepper;tomatoes;ground beef;eggs;cooking oil;;;;;;;;;;;;;;;
570;cider;eggs;chocolate;low fat yogurt;;;;;;;;;;;;;;;;
571;frozen vegetables;cider;eggs;french fries;;;;;;;;;;;;;;;;
572;yams;cookies;toothpaste;;;;;;;;;;;;;;;;;
573;mineral water;milk;escalope;champagne;hot dogs;fresh bread;;;;;;;;;;;;;;
574;ham;herb & pepper;spaghetti;mineral water;chocolate;pancakes;eggs;;;;;;;;;;;;;
575;pepper;mineral water;escalope;shallot;protein bar;white wine;;;;;;;;;;;;;;
576;turkey;parmesan cheese;spaghetti;meatballs;butter;;;;;;;;;;;;;;;
577;herb & pepper;eggs;escalope;;;;;;;;;;;;;;;;;
578;herb & pepper;;;;;;;;;;;;;;;;;;;
579;burgers;escalope;shallot;;;;;;;;;;;;;;;;;
580;chocolate;pepper;tomato sauce;tomato juice;;;;;;;;;;;;;;;;
581;cookies;;;;;;;;;;;;;;;;;;;
582;burgers;ground beef;spaghetti;mineral water;escalope;melons;;;;;;;;;;;;;;
583;frozen vegetables;mineral water;soup;milk;olive oil;;;;;;;;;;;;;;;
584;turkey;eggs;french fries;asparagus;low fat yogurt;zucchini;;;;;;;;;;;;;;
585;burgers;frozen vegetables;gums;;;;;;;;;;;;;;;;;
586;herb & pepper;frozen vegetables;ground beef;milk;;;;;;;;;;;;;;;;
587;frozen vegetables;cake;light cream;mashed potato;;;;;;;;;;;;;;;;
588;milk;;;;;;;;;;;;;;;;;;;
589;turkey;eggs;barbecue sauce;;;;;;;;;;;;;;;;;
590;escalope;;;;;;;;;;;;;;;;;;;
591;parmesan cheese;french fries;;;;;;;;;;;;;;;;;;
592;energy bar;eggs;;;;;;;;;;;;;;;;;;
593;soup;escalope;mint;;;;;;;;;;;;;;;;;
594;muffins;chicken;zucchini;;;;;;;;;;;;;;;;;
595;burgers;eggs;french fries;cookies;green tea;;;;;;;;;;;;;;;
596;spaghetti;;;;;;;;;;;;;;;;;;;
597;avocado;energy bar;chocolate;;;;;;;;;;;;;;;;;
598;cookies;;;;;;;;;;;;;;;;;;;
599;green tea;;;;;;;;;;;;;;;;;;;
600;whole wheat pasta;spaghetti;mineral water;olive oil;;;;;;;;;;;;;;;;
601;grated cheese;frozen vegetables;eggs;gums;escalope;low fat yogurt;;;;;;;;;;;;;;
602;grated cheese;herb & pepper;mineral water;pancakes;chocolate;escalope;tomato juice;;;;;;;;;;;;;
603;chocolate;spaghetti;yams;flax seed;salmon;frozen smoothie;;;;;;;;;;;;;;
604;burger sauce;oil;;;;;;;;;;;;;;;;;;
605;eggs;french fries;energy drink;;;;;;;;;;;;;;;;;
606;mineral water;;;;;;;;;;;;;;;;;;;
607;grated cheese;ground beef;mineral water;olive oil;;;;;;;;;;;;;;;;
608;eggs;low fat yogurt;;;;;;;;;;;;;;;;;;
609;parmesan cheese;spaghetti;soda;pet food;white wine;;;;;;;;;;;;;;;
610;turkey;shrimp;olive oil;chicken;eggs;extra dark chocolate;melons;fresh bread;;;;;;;;;;;;
611;pickles;ground beef;yams;milk;strong cheese;salmon;muffins;french fries;escalope;;;;;;;;;;;
612;pepper;spaghetti;light cream;;;;;;;;;;;;;;;;;
613;frozen vegetables;mineral water;eggs;;;;;;;;;;;;;;;;;
614;spaghetti;chicken;tea;pancakes;gluten free bar;;;;;;;;;;;;;;;
615;fresh tuna;turkey;herb & pepper;spaghetti;mineral water;mint;;;;;;;;;;;;;;
616;spaghetti;mineral water;cooking oil;escalope;;;;;;;;;;;;;;;;
617;soup;;;;;;;;;;;;;;;;;;;
618;burgers;herb & pepper;spaghetti;;;;;;;;;;;;;;;;;
619;cookies;shallot;strawberries;;;;;;;;;;;;;;;;;
620;fresh tuna;chocolate;shrimp;whole wheat pasta;pepper;mineral water;soup;milk;salmon;;;;;;;;;;;
621;yams;mineral water;avocado;milk;butter;cooking oil;chocolate;cottage cheese;;;;;;;;;;;;
622;ham;eggs;french fries;energy drink;;;;;;;;;;;;;;;;
623;mineral water;avocado;;;;;;;;;;;;;;;;;;
624;cookies;;;;;;;;;;;;;;;;;;;
625;chocolate;butter;eggs;green tea;cottage cheese;mayonnaise;;;;;;;;;;;;;;
626;eggs;mushroom cream sauce;low fat yogurt;;;;;;;;;;;;;;;;;
627;antioxydant juice;chocolate;;;;;;;;;;;;;;;;;;
628;ground beef;spaghetti;french fries;green tea;;;;;;;;;;;;;;;;
629;cake;;;;;;;;;;;;;;;;;;;
630;turkey;red wine;mineral water;pancakes;eggs;whole wheat rice;cooking oil;chocolate;zucchini;;;;;;;;;;;
631;chocolate;parmesan cheese;mineral water;olive oil;bacon;;;;;;;;;;;;;;;
632;green grapes;gums;;;;;;;;;;;;;;;;;;
633;shrimp;frozen vegetables;parmesan cheese;milk;eggs;cooking oil;chocolate;french fries;;;;;;;;;;;;
634;ground beef;mineral water;milk;eggs;;;;;;;;;;;;;;;;
635;escalope;;;;;;;;;;;;;;;;;;;
636;turkey;cookies;;;;;;;;;;;;;;;;;;
637;ground beef;mineral water;chocolate;green tea;;;;;;;;;;;;;;;;
638;whole wheat pasta;spaghetti;olive oil;butter;chocolate;french fries;tomato juice;low fat yogurt;;;;;;;;;;;;
639;red wine;;;;;;;;;;;;;;;;;;;
640;frozen vegetables;mineral water;eggs;gums;cooking oil;frozen smoothie;cottage cheese;low fat yogurt;;;;;;;;;;;;
641;turkey;grated cheese;energy bar;vegetables mix;brownies;;;;;;;;;;;;;;;
642;turkey;burgers;nonfat milk;cooking oil;energy drink;;;;;;;;;;;;;;;
643;french fries;low fat yogurt;;;;;;;;;;;;;;;;;;
644;muffins;;;;;;;;;;;;;;;;;;;
645;herb & pepper;mineral water;salmon;whole wheat rice;cake;green tea;;;;;;;;;;;;;;
646;mineral water;cake;chocolate;low fat yogurt;candy bars;;;;;;;;;;;;;;;
647;grated cheese;mineral water;chocolate;soup;milk;olive oil;light cream;chicken;;;;;;;;;;;;
648;mineral water;strawberries;;;;;;;;;;;;;;;;;;
649;escalope;;;;;;;;;;;;;;;;;;;
650;grated cheese;parmesan cheese;butter;whole wheat rice;cooking oil;;;;;;;;;;;;;;;
651;ground beef;mint;;;;;;;;;;;;;;;;;;
652;cookies;;;;;;;;;;;;;;;;;;;
653;ground beef;avocado;milk;chicken;rice;;;;;;;;;;;;;;;
654;frozen vegetables;soup;eggs;low fat yogurt;;;;;;;;;;;;;;;;
655;herb & pepper;ground beef;spaghetti;mineral water;chocolate;black tea;french wine;pancakes;rice;green tea;toothpaste;;;;;;;;;
656;shrimp;parmesan cheese;mineral water;eggs;cake;oil;cooking oil;toothpaste;low fat yogurt;;;;;;;;;;;
657;ham;herb & pepper;frozen vegetables;tomatoes;spaghetti;olive oil;black tea;vegetables mix;cooking oil;green tea;frozen smoothie;mint;;;;;;;;
658;chicken;cider;eggs;;;;;;;;;;;;;;;;;
659;shrimp;tomato sauce;mineral water;chocolate;escalope;mint;;;;;;;;;;;;;;
660;energy drink;;;;;;;;;;;;;;;;;;;
661;ham;spaghetti;mineral water;energy bar;eggs;cooking oil;pancakes;fresh bread;low fat yogurt;;;;;;;;;;;
662;shrimp;frozen vegetables;tomatoes;;;;;;;;;;;;;;;;;
663;turkey;herb & pepper;frozen vegetables;ground beef;yams;mineral water;salmon;;;;;;;;;;;;;
664;shrimp;mineral water;;;;;;;;;;;;;;;;;;
665;turkey;ground beef;spaghetti;soup;escalope;yogurt cake;;;;;;;;;;;;;;
666;shrimp;pepper;mineral water;soup;milk;eggs;rice;barbecue sauce;clothes accessories;cookies;;;;;;;;;;
667;burgers;pancakes;;;;;;;;;;;;;;;;;;
668;low fat yogurt;;;;;;;;;;;;;;;;;;;
669;mineral water;milk;;;;;;;;;;;;;;;;;;
670;milk;;;;;;;;;;;;;;;;;;;
671;chocolate;;;;;;;;;;;;;;;;;;;
672;whole wheat pasta;mineral water;olive oil;pancakes;;;;;;;;;;;;;;;;
673;yams;mineral water;eggs;cake;;;;;;;;;;;;;;;;
674;turkey;french fries;;;;;;;;;;;;;;;;;;
675;shrimp;spaghetti;yams;mineral water;chocolate;olive oil;light cream;chicken;green tea;french fries;sandwich;white wine;;;;;;;;
676;mineral water;milk;salmon;green tea;cookies;fresh bread;;;;;;;;;;;;;;
677;spaghetti;olive oil;;;;;;;;;;;;;;;;;;
678;herb & pepper;spaghetti;;;;;;;;;;;;;;;;;;
679;spaghetti;mineral water;soup;salmon;pancakes;chicken;mint green tea;low fat yogurt;;;;;;;;;;;;
680;frozen vegetables;whole wheat pasta;ground beef;mineral water;chocolate;milk;olive oil;almonds;french wine;yogurt cake;fresh bread;;;;;;;;;
681;green tea;;;;;;;;;;;;;;;;;;;
682;burgers;grated cheese;spaghetti;nonfat milk;eggs;gums;chocolate;tomato juice;low fat yogurt;;;;;;;;;;;
683;ham;ground beef;olive oil;energy bar;chicken;brownies;white wine;;;;;;;;;;;;;
684;whole wheat pasta;mineral water;olive oil;cooking oil;frozen smoothie;green tea;;;;;;;;;;;;;;
685;vegetables mix;champagne;;;;;;;;;;;;;;;;;;
686;olive oil;;;;;;;;;;;;;;;;;;;
687;herb & pepper;ground beef;escalope;pancakes;green tea;;;;;;;;;;;;;;;
688;herb & pepper;frozen vegetables;ground beef;tomato sauce;spaghetti;mineral water;milk;french wine;eggs;whole wheat rice;chocolate;escalope;hot dogs;green tea;;;;;;
689;yams;carrots;;;;;;;;;;;;;;;;;;
690;chicken;;;;;;;;;;;;;;;;;;;
691;turkey;burgers;herb & pepper;ground beef;yams;mineral water;avocado;milk;almonds;muffins;eggs;french fries;;;;;;;;
692;whole wheat pasta;salmon;antioxydant juice;mint green tea;;;;;;;;;;;;;;;;
693;chocolate;french fries;strawberries;fresh bread;;;;;;;;;;;;;;;;
694;burgers;chocolate;shrimp;whole wheat pasta;ground beef;soup;energy bar; asparagus;;;;;;;;;;;;
695;mineral water;butter;pancakes;french fries;frozen smoothie;white wine;low fat yogurt;;;;;;;;;;;;;
696;muffins;eggs;;;;;;;;;;;;;;;;;;
697;turkey;shrimp;frozen vegetables;eggs;;;;;;;;;;;;;;;;
698;burgers;eggs;yogurt cake;;;;;;;;;;;;;;;;;
699;burgers;fresh tuna;shrimp;frozen vegetables;whole wheat pasta;yams;mineral water;olive oil;almonds;cake;chicken;extra dark chocolate;;;;;;;;
700;herb & pepper;ground beef;mineral water;chicken;;;;;;;;;;;;;;;;
701;frozen smoothie;;;;;;;;;;;;;;;;;;;
702;chicken;tomato juice;;;;;;;;;;;;;;;;;;
703;whole wheat pasta;olive oil;;;;;;;;;;;;;;;;;;
704;milk;energy bar;green tea;;;;;;;;;;;;;;;;;
705;grated cheese;herb & pepper;;;;;;;;;;;;;;;;;;
706;escalope;green tea;;;;;;;;;;;;;;;;;;
707;soup;meatballs;milk;almonds;green tea;;;;;;;;;;;;;;;
708;herb & pepper;pet food;cookies;;;;;;;;;;;;;;;;;
709;grated cheese;whole wheat pasta;olive oil;energy bar;light cream;oil;french fries;pancakes;low fat yogurt;;;;;;;;;;;
710;honey;;;;;;;;;;;;;;;;;;;
711;parmesan cheese;mineral water;fromage blanc;eggs;honey;frozen smoothie;;;;;;;;;;;;;;
712;bramble;zucchini;;;;;;;;;;;;;;;;;;
713;ground beef;pepper;milk;eggs;green tea;chocolate;white wine;;;;;;;;;;;;;
714;chocolate;red wine;butter;french fries;cookies;low fat yogurt;;;;;;;;;;;;;;
715;chocolate;spaghetti;bug spray;;;;;;;;;;;;;;;;;
716;cookies;;;;;;;;;;;;;;;;;;;
717;spaghetti;mineral water;vegetables mix;eggs;whole wheat rice;fresh bread;;;;;;;;;;;;;;
718;chocolate;grated cheese;mineral water;salmon;whole wheat rice;burger sauce;escalope;mushroom cream sauce;low fat yogurt;;;;;;;;;;;
719;spaghetti;champagne;;;;;;;;;;;;;;;;;;
720;frozen vegetables;mineral water;;;;;;;;;;;;;;;;;;
721;mineral water;body spray;low fat yogurt;;;;;;;;;;;;;;;;;
722;herb & pepper;red wine;whole wheat pasta;cake;tomato juice;;;;;;;;;;;;;;;
723;burgers;parmesan cheese;eggs;french fries;hot dogs;;;;;;;;;;;;;;;
724;mineral water;eggs;pancakes;;;;;;;;;;;;;;;;;
725;eggs;french fries;;;;;;;;;;;;;;;;;;
726;shrimp;frozen vegetables;tomatoes;spaghetti;;;;;;;;;;;;;;;;
727;mineral water;almonds;pancakes;chocolate;french fries;green tea;;;;;;;;;;;;;;
728;cake;french fries;escalope;;;;;;;;;;;;;;;;;
729;frozen vegetables;spaghetti;mineral water;milk;black tea;french wine;cider;chutney;salmon;;;;;;;;;;;
730;almonds;cake;low fat yogurt;;;;;;;;;;;;;;;;;
731;french fries;;;;;;;;;;;;;;;;;;;
732;hot dogs;;;;;;;;;;;;;;;;;;;
733;mineral water;soup;chicken;light cream;green tea;chocolate;champagne;low fat yogurt;;;;;;;;;;;;
734;ground beef;olive oil;;;;;;;;;;;;;;;;;;
735;french fries;cookies;green tea;;;;;;;;;;;;;;;;;
736;soup;blueberries;cooking oil;chocolate;cookies;champagne;salt;;;;;;;;;;;;;
737;chocolate;french fries;frozen smoothie;escalope;fresh bread;;;;;;;;;;;;;;;
738;yams;mint;;;;;;;;;;;;;;;;;;
739;frozen vegetables;ground beef;salmon;muffins;chocolate;magazines;;;;;;;;;;;;;;
740;fresh tuna;herb & pepper;parmesan cheese;milk;olive oil;pancakes;honey;cake;chocolate;;;;;;;;;;;
741;grated cheese;shrimp;butter;whole wheat rice;french fries;escalope;cookies;cottage cheese;;;;;;;;;;;;
742;energy bar;eggs;french fries;champagne;body spray;;;;;;;;;;;;;;;
